PIDN,Ca,P,pH,SOC,Sand
2yMbVnWc,-0.1541967435116232,0.34079512663611916,-0.12097463562179929,1.8500569306556593,-0.01885687490062216
36r8sgGQ,-0.4258659130452335,-0.13817460003378926,-0.22507655998338724,-0.652600158966028,0.7446611835914361
3NXAXCl3,-0.41421370351202585,-0.24018447301983323,-1.1351914348774352,0.584723885924503,-0.5531705104233495
3QG0z6fl,-0.28294848359394376,-0.305259745025036,-0.15090283611347682,-0.6595829857299285,0.10738703866041278
3WS8R9qm,-0.3153577417325461,0.3216248065553349,-0.982874238746426,2.7411972993099387,-0.8512542908405005
3fRLm8f5,-0.4300924235194356,0.09655138654405039,-0.6114933115318988,0.03508576330447494,0.4668965148237047
3mZhp1nQ,-0.3828939334134823,-0.09055492838962635,0.02485568871068141,-0.5417300353979667,0.562279321329683
3pikJXRL,-0.40744174188867727,-0.19947348554903857,-1.2141047459007672,0.4269474312919405,-0.4917006769995389
3pxOEGHL,-0.4373039171739162,-0.1723443667412553,-0.3069244377744938,-0.680441284886371,0.6413412884391141
3ttdV3f5,-0.17659145091319,1.3727538063907196,-0.3688426522172079,0.006176675236875818,-0.7094839078898388
3v4X6Mfe,0.4331314848482238,-0.23366752130837543,1.2474935057723544,-0.43308949661578516,-0.5447089084505768
3wORuPiv,-0.36309166207488935,-0.160931997285621,-0.24336092999566727,-0.017835246112068787,-0.48615803471959296
43EfrxZj,0.0030654063612368726,-0.15318053035002385,-0.13700800874822097,0.5624192271829788,-0.7616736021347192
457Vwm21,0.13110610096770475,-0.11903917313876942,0.37141224345994317,0.2359218564787337,-0.27599698104829173
46KNnOdx,-0.46354734604152903,-0.1562694150334665,-0.9413388494638412,-0.09495579064236832,0.23132630897588016
47TwNsVC,-0.37427464631282914,-0.04779399108144325,-1.0276804716674104,2.382824433069446,-0.8835891996629403
49856RpO,-0.34706964569011284,-0.244693588589105,-0.9301400934967422,0.007118313372740029,-0.3253907209121736
4Ane1o2N,-0.3429703540319021,-0.25253013491904885,0.2654893074654867,-0.4810904846066401,0.3385936130112794
4AyVUgSc,-0.29363692577940514,-0.18553062679160648,0.5574363027790654,-0.5023608078511433,0.5436757490792832
4B1951On,-0.148176794370654,-0.15372071572748777,0.13843191944666372,-0.27838602755158903,-0.03364723501583674
4OL39Teo,0.051825683923016036,0.02691673723775435,0.0030661230863880573,0.15963850874545338,-0.600700105870928
4eQ90eLY,-0.08095948579587275,-0.1990434386196402,-0.16841777508339334,0.37711994663523446,-0.75559497184678
4o5jwMj8,-0.2822013354247883,-0.17263584888401493,-0.027712068685176422,-0.6038266454157166,0.23816158757845254
4vPgpl2c,-0.32164096850641394,-0.27101057333539097,-0.46492191725991633,-0.6336062678612222,0.1960094072149591
51r9aA0d,-0.2770651190040871,-0.16722884952588118,0.6456416621105512,-0.6374819055206495,0.46651265546667614
58SmeRoP,-0.33733039238349904,0.22532616041255593,-0.23229062013254842,0.16588002225874862,-0.23464665420210548
5HJp1AXn,-0.3661191590045007,-0.16432747502836778,-0.5579092982939684,0.33436076792642483,-0.34813987298783866
5MBZW7fx,0.04952532474161324,0.03228907171197255,0.6812288794510291,-0.3809477791557767,-0.7145531041721696
5Nq3gHaP,0.08894001379309799,0.16596210291033134,0.12295915912558669,0.60389008296908,-0.6135939901394017
5RmwFFK3,0.2353751361075086,0.48620116392860757,0.03563291214721808,0.3553110332340993,-0.9626496582430016
5Tu5Jbov,-0.43760862569393794,-0.21563521707367947,-0.5640074239206588,-0.22508556740914762,-0.27073685606015196
5YEolkev,-0.2765312391300403,-0.3404518282141788,-0.0017578577264347084,-0.3710999310918161,-0.5102807939487258
5a8sf6QV,-0.02584341387816918,-0.18507646032351846,0.3957341096355737,-0.14964964989732574,-0.40920647128491827
5eSvmqYm,-0.3834634203997935,-0.11234478183825075,-0.3081274280619939,-0.23083349164099481,-0.5072198587799881
5hkN8fiv,-0.3631120788553898,-0.21490498832954455,-0.8189897639989442,0.6122704753766997,-0.3896605286416456
5oK8Gti5,-0.40469977483778563,-0.06309056028963514,-0.26963177346898864,-0.46700942583227395,1.0533879678827829
5paniGaU,-0.47840559757491946,0.001802550381945267,-0.3717337834127642,-0.6764428289567985,0.9712652653614992
5vsr7ZUP,0.131066823759128,-0.1777960231024645,0.12076656310169658,-0.13828321824463477,-0.5722535503853567
60B4xMWI,0.08297727080925309,1.003425774448346,1.1604348165324208,-0.5553514009876268,0.3427957546862316
64jOUtKy,0.17793986427750696,0.5614195403400848,0.22844202525028945,0.893392523610427,-0.9365108056870646
6AJo4xNG,-0.4119935453311121,0.0441255043504806,-0.3899996668407279,0.05009724070959767,0.07160738263458043
6CAvhEte,-0.29281378301572253,-0.19762275088604359,-0.32460268429630207,-0.3867388801981681,-0.01948529252129572
6CuGYjT5,1.739521821093707,0.6592143068587503,1.6384968335001018,0.4983559794328133,-0.8266410635508342
6DGH8ujZ,-0.39458420223412083,-0.2494180160032881,-1.0189367186838756,0.06497815476698955,-0.20269177540543215
6PzsGdVm,-0.41571353298772584,-0.15062139529476604,-0.8003660995960173,0.2368974753038179,-0.1732648293226249
6UcSJMbq,0.07821211934262505,0.49976125782827296,1.3532364102982273,-0.3738209665392774,0.18816082731957517
6WJbkH8U,0.8282518256266438,0.06971690436255457,1.2897277842611532,-0.19336279729947445,-1.0304128501260243
6eUWsVzw,0.15505659693869814,-0.2531678098855895,0.23979336930565245,-0.11778489780547824,-0.8079252973062697
6gNyO7Do,0.15725123952484454,-0.17826661675615177,-0.10061731984707198,0.17772177098815778,-0.23718486458399252
6jT0AyHe,-0.03746253891811253,-0.1246587103062265,-0.07835313030892822,0.307892157000293,-0.8415747334962225
6nBgCvWu,-0.3702515949634904,0.17772106578741212,-0.23982241109237112,-0.5149505998656155,0.3143023022121107
6ro5mqg6,-0.4029058471332846,0.2203452740487686,-0.5735337969328339,-0.48861706567318514,0.35076148683351027
6sGqObX4,-0.4063039018964424,-0.27709544675700726,-0.4889774717659342,-0.18662451965888405,-0.7616085549103255
6uEGy0n4,1.4131492042797333,0.9200590526594661,1.4425213337498817,0.14472973174427622,-0.6820761432475664
7BZ4LxP8,-0.13609049915946153,-0.3066940553854017,-0.04263952699658544,0.579656719990396,-0.9289709256228437
7CmigXKi,-0.27572374890419715,-0.24136384541687356,-0.4495588929193533,-0.41274617581222556,0.6339272139770487
7Ga0LpfR,0.6902585174197697,1.3656581145110607,0.10635680442614824,1.5832591363972799,-0.8725775818497565
7PQsFvsG,-0.3638761990021939,-0.15521952449485876,-0.9239827205254,0.70251668030909,-0.4250541014999101
7aF7nnwn,-0.3210101279632919,-0.11529785060659598,0.36714415796797906,-0.6449091386277773,1.120466009079938
7asGzfX9,-0.22809865540526175,-0.2697212906008079,-0.17241670215495744,-0.2579750887845925,-0.27709111855195834
7cg7C92o,-0.0020664916078461603,0.6104907751405129,0.22702691870092986,0.3443748431489271,-0.18534276112469247
7eOxTpsB,-0.475574991883994,0.017886050000539912,-0.15222775563758742,-0.46573774037605914,0.8574559040847748
7ey0v7ma,-0.4152333147299501,-0.022013083389673716,-1.0614697022183335,0.43981845246119783,-0.9265347317470944
7gocyrYl,-0.3124677437430958,-0.1696572755830277,-0.6928915931919406,0.3036592761326474,-0.39672752460791794
7gqR3GoA,-0.430262055592832,0.004998670884572784,-0.17578922055331442,-0.5356251546611531,0.24355044066898404
7og7aUXB,-0.16175075948661882,-0.21475736004820634,0.09779646923708699,0.03316819882800304,-0.4034298604650966
7onRfa8F,-0.2898587987604971,-0.032197548758649296,0.38635504721273817,-0.4607385310932704,0.9943052504896777
7umkNuxM,-0.2688440770809349,-0.20629474844916385,-0.4793763481808972,0.17846623550844976,-0.5060886696504171
7vPr9ExD,-0.05327099481893134,-0.1544070678915626,0.1726737923088655,0.06139102322313305,-0.48743063619911003
7zNjpCzu,-0.36377833674541704,0.1398630966631753,-0.3150011838454903,-0.12743584739820366,-0.577148720046067
7ztsQNj3,-0.4120072115132403,-0.13800247681127653,-0.37525106424646026,0.02097336247607609,-0.4039739866528372
86gppwMI,-0.43126557046861613,-0.08826938704697783,-0.26691561270932274,-0.3281425737860929,0.43689615414644306
88thAGdL,-0.34096133565002495,-0.06949384663232673,-0.25949697012462175,-0.2808791893944741,-0.014610004772621176
8GhU8STP,0.5209878614061185,0.015540849047089958,1.507564750133082,0.34745340264904045,-0.7329611738449475
8NlzDcWe,-0.3065469201695494,-0.1834687435480927,0.43159971279291454,-0.6299761042735622,0.6626524804526457
8QAejdLW,0.13007356666428788,-0.1868434472786265,0.10971807728399419,0.08312021046871186,-0.4413778518522337
8RDeFxWM,-0.44523029840497874,-0.189811715562084,-0.3565883378534665,-0.6233685226356795,0.7984129294528544
8UXP2NBS,-0.3853235681765099,-0.04236234361655738,-0.738668863614396,-0.4478469956355664,0.05285475320618779
8ZoV3KGT,-0.07683459855601221,-0.27406972257649714,0.2708310509181461,-0.5073794944869493,-0.5455054123878539
8ajs2uG8,-0.32738722935344866,-0.2536191140633139,-1.123125149727182,-0.09498365823211588,-0.4511145714156934
8bXnz62p,-0.04295761441574078,0.5398496903851719,0.14865737485540792,0.33233604654350635,0.18963549168161106
8nO1O1LG,1.047604987972565,1.7322494396508439,1.6878756706716802,1.4172223767767025,-0.7825886548363808
8xE1p8g8,-0.42089012078142785,0.10389984123938863,-0.6432699683415142,-0.2404636535137314,-0.46726242991505473
8yMDVMRM,-0.36356781474441374,-0.2820236335168804,-1.1539377783100866,-0.18771900249162812,0.15051849355101599
98R5VaPi,-0.06786972462081897,0.49418297210909506,1.781610467190793,-0.4790086162846184,0.2651725848553223
9DcTz2Ua,2.1736190402861646,-0.20394721826917664,1.949438488570142,0.5413999803724469,-0.9484515575318649
9G7nfUrK,-0.3400181536573973,-0.03326716471024073,-0.17285189539976462,-0.5760471044127065,0.4777490295888513
9O6GZ1HT,0.05743237599830931,0.419521257032077,1.2875588149953583,-0.5761783310215116,-0.6136290484625792
9S7fCoAM,-0.26226735982127886,0.10984209841152408,0.15240208480217848,-0.4165255717709629,0.25933310593919795
9iQwmFJR,-0.2124849386034198,-0.312656115588162,-0.03686571903576148,-0.34292442774838156,-0.07380228747331027
A3Mt6SAQ,0.5077045683220155,0.4083503717640513,1.2919282265922707,-0.6382020517532537,0.373799380815178
AJIsQIcV,-0.23421247668685272,-0.24335522168090973,0.07657585330785212,-0.40272747357661665,-0.18142812074112663
AMHKXMh8,1.264775560784082,0.8982563738667452,1.7906689566661051,0.49127617605327,-0.5615826113073981
ASwA2J4E,-0.42174395763041284,-0.08033279578861591,-0.2802795299807809,-0.5545733500103703,0.7918227205242458
AaFvEoHq,-0.3112641025385726,-0.09327784261050115,-0.11599930739319365,-0.6363097468688003,0.34141711224633625
AiIPD6hX,-0.17491207829976926,-0.2910283952781469,-0.25883765025817557,0.3616004773942409,-0.6832203704506853
AsIURvJS,0.00550971166899145,-0.16831992766950649,-0.12706009106910676,0.9457971652482456,-0.7705191007521814
AsvgbJ0C,-0.3503348459116599,-0.10913061489392448,-0.7794414243900424,0.40452136541354966,0.34856330478995223
AxEhbkCM,-0.4328767143142722,-0.2673016722985629,-0.8282034535539453,-0.4474163692705838,-0.4701701564462003
B7VPkIpx,-0.07785117579396386,-0.0638158711176949,0.4437451454778751,-0.3268716029298291,0.14662873703932403
BBwHqHiH,0.3093616531473491,-0.13439362850724768,0.14808789286076032,-0.30508102859425723,-0.39232662250843925
BMyps8hr,-0.25153562690709824,-0.2702847154183481,-0.18054759271244614,-0.025211320588226074,-1.0419129214295761
BUHS4dQw,-0.1351302886574141,0.7311891611422225,-0.3809360483186173,2.3656583782461102,-0.7635622513584225
BZB3EYWQ,-0.463821279963715,-0.09587575451453315,-0.4039027581706743,-0.48743864722754165,0.8569383229071922
C5UPCZcL,2.7045264406241682,0.030234253700705618,1.5859322419904647,1.1299234467432975,-0.8660109019726342
C5gIfQbJ,-0.37296304740018704,0.19181259940224787,-1.0235906062120097,1.2291820627876098,-0.6923421072124243
CDRuu4Pn,-0.4313233304222975,-0.21279186767888147,-0.19588445789221,-0.6692142289937533,1.4089703623892502
CQhTYkqE,0.214894027982778,3.9489336008210447,0.19464051373274113,-0.14346928405992734,-0.7281687705235046
CSEobMXv,-0.34928646358020565,0.9464513434539851,-0.8375006246192599,0.9641492893458031,-0.6169336123965669
CYMQE4x0,0.04367422731478533,-0.07337696081154509,0.5857437796318038,-0.28177172054312555,-0.11618773747018184
ChQdtl4J,-0.3434026173283921,-0.16299920871315188,0.0671101907339537,-0.3244118910380246,0.2579464954900774
ChnD1nrN,-0.292334410028059,-0.2724764022963603,0.5195347958963294,-0.6041808303074006,-0.19933989913518763
CvtbbIcq,0.14845581835176733,0.4377469624812506,1.2026981009107502,-0.17827173064817237,-0.649170916924591
Cxk06b77,-0.08129743983837628,0.13215182735244,0.2226959848507069,0.14908519569617557,-0.324358862302788
D3QD3ZEJ,-0.392083111823052,-0.1947786747082841,-0.7178052994482426,-0.2138920136338868,-0.21139668923261104
D8J5C6lA,0.6784724093765123,0.1308804480931624,1.3616296864140287,-0.0155259763443776,-0.5374639157141482
DCeQwYfT,-0.19892197144122295,-0.22883857862199647,-0.18528307492539559,-0.2790625664982864,-0.42240672643703125
DDEftkx3,-0.45351122205562466,0.012242616049789799,-0.5190458599344787,-0.6315722634074062,0.973224318631426
DEwCfeDW,-0.10456518450984008,0.1907948506346316,0.13645821291068722,0.1663875524341739,0.11283867558050152
DMkIV4oL,-0.4395398754688217,-0.22002254781581865,-0.25236750297472355,-0.6544106504595419,0.6609342725318196
DnzGfbxS,0.047746899041918464,-0.04221759297764732,0.013363556544480763,0.4786689556461423,-1.021080159362727
DoZxo6f6,-0.3581881849721638,-0.1880224725285037,-0.3806851354095665,-0.6104369942187907,0.11431213103112256
DvhBPGIk,-0.32418857101878507,-0.22288903069626378,-0.5636405099229677,-0.07828102451708038,-0.3953918551034307
Dx7GoUcT,-0.37989407453926033,0.04320480901764327,-0.2767116536100891,-0.5413087777701544,0.2867852209851234
E5hIjohO,0.13561843831467002,-0.14334064154079346,0.0036011446342412118,0.31047865934937247,-0.8603987273423052
E6x4XGHt,-0.2823682742329245,-0.07692072547474485,0.11313430583631112,-0.4270228990414499,0.8233954667933324
EDEpAzh1,-0.30130047393334414,0.042895813573829544,-0.37979471783417673,-0.2537888142812588,-0.3386873587344093
ETGudkQt,-0.35237572040996085,-0.19200563847551774,0.3381237541471396,-0.43116332323805584,0.07460146452657923
EUleKrLJ,1.2748715605814636,-0.20806904298674764,1.9063016091608478,0.6344320065557323,-0.3832928104698409
Ehw2Jz6s,-0.3200017435076677,-0.06969544206197734,-0.7784451334159087,-0.17340178215965918,-0.26248888151742894
EjqzC4zH,-0.10825844122414012,-0.062237925107110834,0.3373005483303265,-0.6465892959188271,0.1526608096187691
EkMZO3Qj,-0.39493990641484006,-0.15406928416690696,-0.263886204472661,-0.36728800062167394,0.45666839017941163
EnoNXWvU,0.061291742377922696,0.32754983734445065,1.3804188951440812,-0.5298103429724397,-0.0056352349568255695
Epv8ANwr,-0.3290518033496401,-0.18752968372643025,-0.5951362351946579,0.24409242066476203,-0.1797100206596802
Etro9j0B,0.26737366254193795,1.7980865116201659,0.21322928105221847,0.16566693405502278,-0.5261095325267218
F3MIZj76,-0.3694618332983084,-0.18358487361473053,-0.5497164936887389,-0.4033456679657008,-0.020810392579327434
FB8tU00K,-0.393895444249784,-0.09684729046383653,-0.8977617675264574,0.3374853014873078,-0.20285097389554377
FLhxBGMK,1.9535708642319356,0.009963792975386972,0.8065551841251026,-0.1129574022352807,-0.35861324984156423
FRreR8ka,-0.37826169094710993,-0.06209114203867441,0.10564087816455432,-0.2880717983671774,0.22818184463484642
FXne4oAV,0.2991638516787646,0.5004753059401622,0.19175612764708994,-0.09624736637636244,-0.7429383281277815
FaW764jk,-0.0685594613575479,0.1953575252850005,0.180731228539538,-0.02889433653727114,-0.1343430863585901
FeAbMXly,-0.4456764183260692,-0.22515351331789055,-0.3539219961044457,-0.6602804974068206,0.7215621359024049
FeudaFXn,1.3969277117637986,2.1746275055790227,1.4798725485540514,0.26625146089516327,-0.6485175679376073
FldUmFeM,0.4450563657014853,0.2406318080128161,1.749952646068279,-0.505892925342715,-0.28608262563217973
Fnv5tfAm,-0.39741452101879154,-0.13642762722802623,-0.6343235561142732,-0.16157645830162562,-0.2583874623674205
FvrAd3Or,-0.06996826690020626,0.25979189881933984,0.8982017519974306,-0.3766807492161179,-0.08149432495970384
G48zHffi,0.02088788163652314,0.3068377123675912,1.3067544156844313,-0.42894627726713663,-0.017912758768907414
G76zCv5N,-0.3570890291516951,-0.25473740101845016,-0.005295071783322452,-0.5192803723905568,0.31147594406921686
G7JGUdNf,0.012441841008716138,-0.2530973819216525,-0.09039859958832272,0.03300340024541055,-0.6683307309380617
GCo6MONx,0.7166664896524249,-0.16768098091072234,1.4921407816788712,0.37822785547407095,-0.9817640212493055
GE0vbpVQ,-0.1315304921793445,-0.23883940260989434,0.09497865428589561,-0.4777142413872567,0.39062145900549294
GN0DfOqt,-0.31570663608379307,-0.1761042048706012,0.18705833714730924,-0.6337459701767492,-0.03511614989924681
GNsTAb1v,-0.11321076870325346,-0.21987561472788214,-0.28186356118751554,0.018768237909586476,-0.8292195390555748
GPwmO21z,-0.3136619897788459,-0.23587484890516466,-0.8244154964323553,0.17216763442231486,-0.38820834720076947
GQYpfLoh,0.3304075447156582,0.9756395699564401,0.0941378335537866,0.555187626511802,-0.9238488513946577
GR9knT8n,-0.38400650887886484,-0.23260494972517418,-0.8662087592842052,0.5544739193697162,-0.2897475157927497
GXtFFbZy,-0.3708625212705114,0.1647431770037387,-0.15411227746650982,-0.1258395437264607,0.10654301476178694
GYvzvvFD,-0.4107072550414603,-0.20595389164134165,-0.5566452680983568,-0.08041181423941567,0.0017059228117480355
GemPjTJ9,-0.35947376343873183,-0.14696583801770294,-0.13401666900740455,0.41668211628162555,-0.23540800247628246
GkLYRm1K,1.392631191599939,3.0318472941765138,1.8545924421339932,-0.18703331990881225,-0.643485736008366
GmlqP8eI,-0.4453496393846637,-0.09792791548071747,-1.0177812665583914,-0.3263018846479227,0.2053172953439856
GqkIrOvf,-0.21891654580925582,-0.13168987080409505,-0.16941167692761044,0.6811777462321039,-0.5654357834808975
H0fsegPi,-0.3461726471733632,-0.10868980500930336,-0.09245380193414729,-0.5321657613062769,0.3853720139587827
H4dHpJjU,0.9777960943741294,-0.19479304474414388,1.6686380651325237,1.2096909802641869,-0.8296835731880868
H5QwJCuU,0.868561240614672,1.1957932548300996,1.8375770395230422,0.1356663934222545,-0.674569770882112
H5uwmSZ0,-0.44611510555791484,-0.10486318885462857,-0.49678764399821707,-0.5025700499166726,0.5803752715092715
H8MtbVoL,0.03487783504117485,-0.2147893355057591,-0.2437263969324775,-0.3349646042148339,-0.33264104268372174
H9JrUYnp,-0.3763711572060749,0.16964266872574313,0.12476431148101368,-0.24589648123731453,0.04763260213246131
HHYmmHVk,-0.4169394756795681,-0.17022676289027586,0.2540046540071546,-0.7130147214220726,1.5191550779689198
HJ5U4uqL,-0.4374057790967538,-0.1706171134487448,-1.2328733511173837,-0.12173789160545684,0.28410482815791105
HNQxYc4w,-0.40958256594534803,-0.2771683938677281,-0.5115153148458564,-0.5798272962570912,-0.033095458763970076
HQYhKHZ8,-0.43687701926891853,-0.14335467356235032,-1.0313927192536334,-0.30137010953407706,-0.48300299770291544
HSCMx0MC,-0.4590982355861325,-0.16165094066896263,-0.478490227964733,-0.6684307036017703,0.7421661386222835
HXYuE0fx,1.5764676917312972,-0.16684146028327596,1.6025432831134874,0.7042309601996999,-0.9074859923189749
HdKcxEWr,0.015858522603983956,0.06327602242911146,0.18320493780986866,0.2745366617711765,-0.28228319947446634
HecW1iCC,-0.36087782359010206,-0.10720716621979685,-0.39589910270689693,-0.1439294937353421,-0.717805514246649
HpbKB8rv,-0.42022941738964464,-0.13128489023199003,-1.2134508324298452,1.4443914419725075,-0.9326369015164109
HrkoYjCg,-0.2675870779707056,0.9132606238081182,-0.3333293663198112,0.7897534655721644,-0.5537587743941679
I5P2uquT,-0.08982513356314369,-0.23572423092471267,-0.1195902158521327,-0.23903746395636294,-0.024897966252931936
I94qkDM7,-0.39850958002341985,-0.18144325236846603,-0.38081780998152914,-0.40551600226902906,0.20521886173827808
I9sQbtt8,-0.36081399903809447,-0.15640472057201163,-1.0489697041859858,1.7792828701795622,-0.6330797374598759
IFxgw6ZX,-0.3718872879692963,-0.24289531353386287,-0.4705582227375731,-0.2525497644814263,-0.5170221418900168
IPPPSyoU,-0.4210593218010567,-0.27042747714718873,-0.9919390904630927,-0.0980572219741393,-0.5140826156213434
IQOYQubU,1.0542248240292755,-0.21107572137509378,1.672611679364266,0.6058820155694745,-0.8490714979926605
IYNE2SxU,-0.38995512769431423,-0.2170390461997501,-0.5907104994650317,-0.23058155867898542,-0.7398919543355623
IZRFk9kN,-0.22571908087025214,-0.06188636844650198,-0.17476167296970185,-0.417069694391183,-0.2885378529754306
Iaq3v0t3,0.26686287515589985,0.5840483281186908,1.320566637624958,-0.49967667463531756,-0.13635011220562443
IbVwu1t6,-0.4153111733058178,-0.27768356411572354,-0.9573435971689338,-0.025954182091857052,-0.28964616875123395
IcHKTLyo,0.11081995039539935,-0.1068943255578199,-0.0736442273209596,0.12540331517181255,-0.4440555923495306
IpW80wVB,-0.410947821644269,-0.2534835747250643,-0.7340612540740307,-0.0047169099846415445,0.25052721556429086
Itb0PYUV,1.12783104476487,-0.08999137652232082,1.7352330854413691,1.2273789117209102,-0.8218205276903656
J8fpSwS0,-0.403309256522056,-0.028163949976766904,-0.0857073388152633,-0.6666254931884379,0.6953840523819036
JE1SlbD0,0.27102913976750176,0.4940831803196516,0.13797576544754184,1.8884880432989115,-1.071512267400329
JEB4McNb,0.6830656793779839,0.12788251891625463,1.3327508707243678,-0.1731070737180238,-1.0792679516052095
JEE4QVeQ,-0.009359706027494481,0.035530440345724196,0.16694254789422291,-0.2125866265737193,-0.5404224602256495
JJSEU2VQ,-0.4439439345147357,-0.07071573183716388,-0.27080979959609724,-0.538215201917151,0.9174507590495523
JSsVriP2,0.1725031679425208,0.1574696485181826,0.9635277334349207,-0.5371079744858115,-0.15694331093118444
JUvQNiOK,-0.03866581284711326,0.01007712389348017,0.2687920301917058,-0.38862769341150427,0.16465539322745393
JZbrRtm2,0.06122808645911695,0.5344468536336602,1.3918198241104716,-0.4538326450449454,-0.015057847674591935
JcE9G92B,-0.3018586705809472,-0.10655241878355869,-0.47069852403862084,0.6321787884702305,-0.8064502701547527
JnNYpXHr,0.3013890216524588,0.9713044726392353,0.145198898812468,1.3179047450686472,-0.9740311382909426
JzpbnOtz,-0.32969279083126773,-0.063084125310797,-0.10316390136083203,-0.44994784430358076,0.3960133520041762
JzzUhPQp,1.2096899156617573,2.967711768212813,1.8673159483927462,-0.05949064978817428,-0.6133949809478543
K05R8dQK,-0.36061177746724454,-0.029586613285453863,-0.707307446224835,0.24040051289602438,-0.516185705994396
K17pG2mG,-0.2859237472756308,0.7758548540424809,0.6517860422112931,-0.6198683510713494,-0.030882422044693554
K8BellUe,-0.03157720732376122,-0.3170206065277519,-0.015576444300034189,0.0829005081546193,-1.0494132156481215
KJ2eH6rr,0.013134256569533957,-0.02276112006160903,0.11518093680005506,0.23242991038997562,-1.041887548989437
KJEJ6Glk,0.2861526216037821,0.3069081244004747,0.001123528565116374,1.6703424943020106,-1.149227030388002
KSbO0oXS,0.24490112699522773,3.6301688408824155,0.29382088832781045,0.9656383388748815,-0.9311034369352922
KXtvmd01,-0.3852743305265048,-0.23186396063728207,0.006572081024149905,-0.5652042024179971,0.6290661266753648
KYiJqBuJ,0.04859582981603824,-0.235309718108801,0.21041915188006993,-0.17700636468345737,-0.6489705597943233
